1.447999924421310425e-01, 1.371999979019165039e-01, 1.122000142931938171e-01, 1.394000053405761719e-01, 1.381999999284744263e-01, 1.922000050544738770e-01, 6.960000097751617432e-02, 1.534000039100646973e-01, 1.426000148057937622e-01, 1.288000047206878662e-01, 1.266000121831893921e-01, 8.100000023841857910e-02, 9.959998726844787598e-02, 1.319999992847442627e-01, 9.720001369714736938e-02, 1.545999944210052490e-01, 7.060000300407409668e-02, 1.226000040769577026e-01, 1.374000161886215210e-01, 1.388000100851058960e-01, 8.860001713037490845e-02, 1.754000037908554077e-01, 1.185999959707260132e-01, 1.308000087738037109e-01, 1.010000035166740417e-01, 1.196000128984451294e-01, 1.176000088453292847e-01, 8.700000494718551636e-02, 1.004000082612037659e-01, 1.261999905109405518e-01, 9.000001102685928345e-02, 1.430000066757202148e-01, 1.182000041007995605e-01, 1.978000104427337646e-01, 1.191999986767768860e-01, 1.820000112056732178e-01, 6.539999693632125854e-02, 1.092000082135200500e-01, 1.174000054597854614e-01, 6.579999625682830811e-02, 1.509999930858612061e-01, 1.446000039577484131e-01, 1.207999959588050842e-01, 1.383999884128570557e-01, 1.297999918460845947e-01, 1.309999972581863403e-01, 9.459999948740005493e-02, 9.640002250671386719e-02, 9.200001507997512817e-02, 8.220000565052032471e-02, 1.028000190854072571e-01, 1.454000025987625122e-01, 1.131999939680099487e-01, 1.224000081419944763e-01, 1.182000264525413513e-01, 9.220001101493835449e-02, 1.026000231504440308e-01, 1.384000182151794434e-01, 1.062000021338462830e-01, 1.352000087499618530e-01, 1.350000053644180298e-01, 1.140000075101852417e-01, 1.412000060081481934e-01, 1.093999966979026794e-01, 1.246000006794929504e-01, 1.425999999046325684e-01
1.324000060558319092e-01, 1.320000141859054565e-01, 8.220001310110092163e-02, 1.524000018835067749e-01, 1.730000376701354980e-01, 2.199999988079071045e-01, 2.204000055789947510e-01, 1.358000040054321289e-01, 1.654000282287597656e-01, 1.478000134229660034e-01, 2.220000028610229492e-01, 1.620000004768371582e-01, 1.912000328302383423e-01, 3.352000117301940918e-01, 1.960000097751617432e-01, 2.038000077009201050e-01, 1.623999923467636108e-01, 2.085999995470046997e-01, 2.014000117778778076e-01, 2.233999967575073242e-01, 1.753999888896942139e-01, 1.688000261783599854e-01, 1.792000234127044678e-01, 1.800000220537185669e-01, 1.796000152826309204e-01, 1.863999962806701660e-01, 2.329999953508377075e-01, 1.764000058174133301e-01, 2.421999871730804443e-01, 2.551999688148498535e-01, 2.389999926090240479e-01, 2.559999823570251465e-01, 2.781999707221984863e-01, 2.112000286579132080e-01, 1.685999929904937744e-01, 1.792000234127044678e-01, 2.233999967575073242e-01, 2.646000087261199951e-01, 2.514000236988067627e-01, 1.642000079154968262e-01, 1.654000133275985718e-01, 2.512000203132629395e-01, 1.824000030755996704e-01, 1.829999685287475586e-01, 2.005999982357025146e-01, 2.745999991893768311e-01, 3.086000084877014160e-01, 1.856000125408172607e-01, 1.818000078201293945e-01, 2.341999858617782593e-01, 2.031999975442886353e-01, 2.032000124454498291e-01, 1.098000034689903259e-01, 1.374000012874603271e-01, 1.894000023603439331e-01, 2.308000177145004272e-01, 2.496000081300735474e-01, 2.285999804735183716e-01, 1.644000113010406494e-01, 1.494000107049942017e-01, 1.546000093221664429e-01, 1.866000294685363770e-01, 1.576000005006790161e-01, 1.934000253677368164e-01, 1.978000104427337646e-01, 1.702000051736831665e-01
4.429999589920043945e-01, 4.804000556468963623e-01, 4.495999515056610107e-01, 4.860000312328338623e-01, 4.690000116825103760e-01, 4.801999926567077637e-01, 4.940000176429748535e-01, 4.992000162601470947e-01, 4.896000325679779053e-01, 4.948000013828277588e-01, 5.315999984741210938e-01, 5.699999332427978516e-01, 4.729999899864196777e-01, 5.074000358581542969e-01, 5.555999875068664551e-01, 5.025999546051025391e-01, 5.991999506950378418e-01, 4.558000564575195312e-01, 4.852000176906585693e-01, 5.135999917984008789e-01, 4.919999837875366211e-01, 4.564000070095062256e-01, 5.103999972343444824e-01, 5.919999480247497559e-01, 5.112000107765197754e-01, 5.773999691009521484e-01, 5.559999942779541016e-01, 5.494000315666198730e-01, 5.611999630928039551e-01, 5.899999737739562988e-01, 4.849999547004699707e-01, 5.139999985694885254e-01, 5.392000079154968262e-01, 4.831999838352203369e-01, 5.595999956130981445e-01, 4.762000143527984619e-01, 4.903999567031860352e-01, 6.035999655723571777e-01, 5.439999699592590332e-01, 5.721999406814575195e-01, 5.589999556541442871e-01, 4.767999649047851562e-01, 4.902000427246093750e-01, 5.041999816894531250e-01, 5.287999510765075684e-01, 5.167999863624572754e-01, 5.131999850273132324e-01, 4.366000294685363770e-01, 5.443999767303466797e-01, 5.627999305725097656e-01, 5.014000535011291504e-01, 5.392000079154968262e-01, 4.711999893188476562e-01, 5.307999849319458008e-01, 4.756000041961669922e-01, 5.163999795913696289e-01, 5.576000809669494629e-01, 5.398000478744506836e-01, 4.823999702930450439e-01, 4.914000034332275391e-01, 4.602000415325164795e-01, 6.031999588012695312e-01, 5.106000304222106934e-01, 4.888000190258026123e-01, 5.145999789237976074e-01, 4.670000374317169189e-01
8.081999421119689941e-01, 8.118000030517578125e-01, 7.894000411033630371e-01, 8.154000043869018555e-01, 8.113999366760253906e-01, 7.890000343322753906e-01, 7.999999523162841797e-01, 8.105999827384948730e-01, 8.066000342369079590e-01, 7.989999651908874512e-01, 8.169999718666076660e-01, 8.059999942779541016e-01, 7.970001101493835449e-01, 8.158000111579895020e-01, 8.106000423431396484e-01, 8.052000403404235840e-01, 7.983999848365783691e-01, 8.187999725341796875e-01, 7.966000437736511230e-01, 8.093999624252319336e-01, 8.007999658584594727e-01, 8.100000619888305664e-01, 8.262000083923339844e-01, 8.008000254631042480e-01, 7.999999523162841797e-01, 8.249999880790710449e-01, 8.291999697685241699e-01, 8.129999637603759766e-01, 7.994000315666198730e-01, 8.012000322341918945e-01, 7.936000227928161621e-01, 8.277999758720397949e-01, 8.348000049591064453e-01, 8.023999929428100586e-01, 8.185999393463134766e-01, 8.155999779701232910e-01, 8.096000552177429199e-01, 8.078001141548156738e-01, 8.030000329017639160e-01, 8.113999962806701660e-01, 7.978000640869140625e-01, 7.956001162528991699e-01, 8.087999820709228516e-01, 8.098000288009643555e-01, 7.839999198913574219e-01, 8.058000206947326660e-01, 7.707999348640441895e-01, 7.784001231193542480e-01, 7.884000539779663086e-01, 8.157999515533447266e-01, 7.864000201225280762e-01, 7.619999647140502930e-01, 7.522000074386596680e-01, 7.465999126434326172e-01, 8.136000037193298340e-01, 7.839999198913574219e-01, 7.730000019073486328e-01, 7.688000202178955078e-01, 7.372000217437744141e-01, 7.311999797821044922e-01, 7.952001094818115234e-01, 8.085999488830566406e-01, 7.616000175476074219e-01, 7.385999560356140137e-01, 7.375999689102172852e-01, 7.399999499320983887e-01
8.901999592781066895e-01, 9.023998379707336426e-01, 9.065999388694763184e-01, 9.081999063491821289e-01, 9.001999497413635254e-01, 9.016000628471374512e-01, 9.009999632835388184e-01, 9.064000844955444336e-01, 9.045999646186828613e-01, 9.094000458717346191e-01, 9.035999774932861328e-01, 9.035998582839965820e-01, 8.966001272201538086e-01, 9.055999517440795898e-01, 9.065999388694763184e-01, 9.033998847007751465e-01, 9.077999591827392578e-01, 9.053999185562133789e-01, 8.993999361991882324e-01, 9.069999456405639648e-01, 9.073998928070068359e-01, 9.011999368667602539e-01, 9.065999388694763184e-01, 9.026000499725341797e-01, 9.025999307632446289e-01, 9.062000513076782227e-01, 9.057999253273010254e-01, 9.107999205589294434e-01, 9.040000438690185547e-01, 9.013999104499816895e-01, 8.984000682830810547e-01, 9.013999700546264648e-01, 8.975998759269714355e-01, 8.995999693870544434e-01, 9.005998969078063965e-01, 8.965999484062194824e-01, 9.025998711585998535e-01, 8.945999145507812500e-01, 8.963999152183532715e-01, 8.857999444007873535e-01, 8.949999809265136719e-01, 8.957999944686889648e-01, 9.015999436378479004e-01, 8.939999341964721680e-01, 8.924000263214111328e-01, 8.873999714851379395e-01, 8.853999972343444824e-01, 8.881999254226684570e-01, 9.058000445365905762e-01, 8.856000304222106934e-01, 8.841999173164367676e-01, 8.820000290870666504e-01, 8.772000074386596680e-01, 8.745999336242675781e-01, 8.953999876976013184e-01, 8.719999790191650391e-01, 8.705999255180358887e-01, 8.677999377250671387e-01, 8.615999817848205566e-01, 8.593999743461608887e-01, 8.989999890327453613e-01, 8.738000392913818359e-01, 8.611999750137329102e-01, 8.522000312805175781e-01, 8.478000164031982422e-01, 8.487998843193054199e-01
9.428000450134277344e-01, 9.436000585556030273e-01, 9.408000111579895020e-01, 9.424000382423400879e-01, 9.389999508857727051e-01, 9.419999718666076660e-01, 9.413999319076538086e-01, 9.441999793052673340e-01, 9.404000043869018555e-01, 9.415999650955200195e-01, 9.402000308036804199e-01, 9.453999996185302734e-01, 9.375999569892883301e-01, 9.426000714302062988e-01, 9.403999447822570801e-01, 9.423999786376953125e-01, 9.419999122619628906e-01, 9.442000389099121094e-01, 9.417999982833862305e-01, 9.401999711990356445e-01, 9.392000436782836914e-01, 9.404000043869018555e-01, 9.441999793052673340e-01, 9.397999644279479980e-01, 9.440000653266906738e-01, 9.386000037193298340e-01, 9.388000369071960449e-01, 9.399999380111694336e-01, 9.397999048233032227e-01, 9.399999380111694336e-01, 9.437999725341796875e-01, 9.389999508857727051e-01, 9.395999312400817871e-01, 9.341999888420104980e-01, 9.355999827384948730e-01, 9.360000491142272949e-01, 9.419999718666076660e-01, 9.362000226974487305e-01, 9.323999881744384766e-01, 9.315998554229736328e-01, 9.347999691963195801e-01, 9.340000152587890625e-01, 9.416000247001647949e-01, 9.312000274658203125e-01, 9.314000606536865234e-01, 9.293999671936035156e-01, 9.283999800682067871e-01, 9.300000667572021484e-01, 9.476000070571899414e-01, 9.276000857353210449e-01, 9.254000186920166016e-01, 9.225999712944030762e-01, 9.230000376701354980e-01, 9.238000512123107910e-01, 9.416000247001647949e-01, 9.234000444412231445e-01, 9.205998778343200684e-01, 9.205998778343200684e-01, 9.192000031471252441e-01, 9.185999035835266113e-01, 9.431999921798706055e-01, 9.185998439788818359e-01, 9.181998968124389648e-01, 9.156000018119812012e-01, 9.161999225616455078e-01, 9.144000411033630371e-01
9.628000855445861816e-01, 9.603999853134155273e-01, 9.614000916481018066e-01, 9.604001045227050781e-01, 9.607999920845031738e-01, 9.566001296043395996e-01, 9.624000787734985352e-01, 9.593999981880187988e-01, 9.625999331474304199e-01, 9.649999737739562988e-01, 9.626001715660095215e-01, 9.616000652313232422e-01, 9.581999778747558594e-01, 9.630000591278076172e-01, 9.658000469207763672e-01, 9.666001200675964355e-01, 9.639999270439147949e-01, 9.613999724388122559e-01, 9.621999263763427734e-01, 9.611999988555908203e-01, 9.645999670028686523e-01, 9.617999196052551270e-01, 9.620000720024108887e-01, 9.622001051902770996e-01, 9.551999568939208984e-01, 9.594001173973083496e-01, 9.580000042915344238e-01, 9.633999466896057129e-01, 9.599999785423278809e-01, 9.591999650001525879e-01, 9.562000036239624023e-01, 9.571999907493591309e-01, 9.592000842094421387e-01, 9.607999920845031738e-01, 9.602000713348388672e-01, 9.582000970840454102e-01, 9.639999866485595703e-01, 9.530001282691955566e-01, 9.578000903129577637e-01, 9.552000164985656738e-01, 9.580000042915344238e-01, 9.571999907493591309e-01, 9.598000049591064453e-01, 9.556000232696533203e-01, 9.562000036239624023e-01, 9.564000964164733887e-01, 9.584000110626220703e-01, 9.559999108314514160e-01, 9.617999792098999023e-01, 9.563999176025390625e-01, 9.566001296043395996e-01, 9.548000097274780273e-01, 9.546000957489013672e-01, 9.562001228332519531e-01, 9.593999385833740234e-01, 9.564000964164733887e-01, 9.567999839782714844e-01, 9.567999243736267090e-01, 9.530000090599060059e-01, 9.562001228332519531e-01, 9.610000848770141602e-01, 9.597999453544616699e-01, 9.566000103950500488e-01, 9.572001099586486816e-01, 9.571999907493591309e-01, 9.557999372482299805e-01
9.716001152992248535e-01, 9.688000679016113281e-01, 9.714001417160034180e-01, 9.732000231742858887e-01, 9.686000347137451172e-01, 9.722000360488891602e-01, 9.738001227378845215e-01, 9.732000231742858887e-01, 9.742001295089721680e-01, 9.722000956535339355e-01, 9.736001491546630859e-01, 9.726000428199768066e-01, 9.738001227378845215e-01, 9.744000434875488281e-01, 9.742000699043273926e-01, 9.750001430511474609e-01, 9.730001091957092285e-01, 9.732000827789306641e-01, 9.708000421524047852e-01, 9.696000814437866211e-01, 9.730000495910644531e-01, 9.732000231742858887e-01, 9.710000753402709961e-01, 9.715999364852905273e-01, 9.710000753402709961e-01, 9.710000753402709961e-01, 9.734001159667968750e-01, 9.702000617980957031e-01, 9.704000949859619141e-01, 9.728000164031982422e-01, 9.706001281738281250e-01, 9.708001017570495605e-01, 9.706000685691833496e-01, 9.708000421524047852e-01, 9.708000421524047852e-01, 9.739999175071716309e-01, 9.715999364852905273e-01, 9.736000895500183105e-01, 9.738000631332397461e-01, 9.750000238418579102e-01, 9.758000969886779785e-01, 9.729999303817749023e-01, 9.770000576972961426e-01, 9.758000969886779785e-01, 9.744000434875488281e-01, 9.742000699043273926e-01, 9.754000306129455566e-01, 9.738000631332397461e-01, 9.722000956535339355e-01, 9.733999371528625488e-01, 9.730001688003540039e-01, 9.742000699043273926e-01, 9.744000434875488281e-01, 9.748000502586364746e-01, 9.709999561309814453e-01, 9.730001091957092285e-01, 9.744001030921936035e-01, 9.726000428199768066e-01, 9.742000102996826172e-01, 9.732000231742858887e-01, 9.762000441551208496e-01, 9.744001030921936035e-01, 9.746000766754150391e-01, 9.742000699043273926e-01, 9.742000699043273926e-01, 9.716001749038696289e-01
9.732000827789306641e-01, 9.732000827789306641e-01, 9.740000963211059570e-01, 9.760000705718994141e-01, 9.738000631332397461e-01, 9.742000102996826172e-01, 9.712001681327819824e-01, 9.712000489234924316e-01, 9.690001010894775391e-01, 9.764000177383422852e-01, 9.724000692367553711e-01, 9.752000570297241211e-01, 9.772000908851623535e-01, 9.758000373840332031e-01, 9.726000428199768066e-01, 9.768000245094299316e-01, 9.751998782157897949e-01, 9.769999980926513672e-01, 9.736000299453735352e-01, 9.730000495910644531e-01, 9.780001044273376465e-01, 9.794000387191772461e-01, 9.778000116348266602e-01, 9.782000184059143066e-01, 9.736001491546630859e-01, 9.769999980926513672e-01, 9.782000184059143066e-01, 9.778000116348266602e-01, 9.772000312805175781e-01, 9.760000705718994141e-01, 9.724000692367553711e-01, 9.768000841140747070e-01, 9.808000326156616211e-01, 9.792000651359558105e-01, 9.800000190734863281e-01, 9.791998863220214844e-01, 9.750000834465026855e-01, 9.808000326156616211e-01, 9.800000786781311035e-01, 9.822000861167907715e-01, 9.778000712394714355e-01, 9.818000197410583496e-01, 9.695999622344970703e-01, 9.812000989913940430e-01, 9.810000658035278320e-01, 9.786000251770019531e-01, 9.788000583648681641e-01, 9.796000123023986816e-01, 9.710000753402709961e-01, 9.810000658035278320e-01, 9.794000387191772461e-01, 9.786000251770019531e-01, 9.780001044273376465e-01, 9.805998802185058594e-01, 9.779999256134033203e-01, 9.792001247406005859e-01, 9.804000258445739746e-01, 9.782000184059143066e-01, 9.784001111984252930e-01, 9.796000123023986816e-01, 9.764001369476318359e-01, 9.806000590324401855e-01, 9.790000319480895996e-01, 9.784000515937805176e-01, 9.787999987602233887e-01, 9.766000509262084961e-01
9.617999792098999023e-01, 9.669998884201049805e-01, 9.546000957489013672e-01, 9.635999798774719238e-01, 9.591999650001525879e-01, 9.719999432563781738e-01, 9.579999446868896484e-01, 9.611999988555908203e-01, 9.677999615669250488e-01, 9.614000916481018066e-01, 9.680000543594360352e-01, 9.696000814437866211e-01, 9.621999859809875488e-01, 9.655999541282653809e-01, 9.658001065254211426e-01, 9.579999446868896484e-01, 9.613999724388122559e-01, 9.543999433517456055e-01, 9.605999588966369629e-01, 9.580001235008239746e-02, 9.662001132965087891e-01, 9.678000807762145996e-01, 9.580001980066299438e-02, 9.580001235008239746e-02, 9.476000070571899414e-01, 9.580001235008239746e-02, 9.580001235008239746e-02, 9.580001980066299438e-02, 9.580001235008239746e-02, 9.579999744892120361e-02, 9.585999846458435059e-01, 9.580001235008239746e-02, 9.579998999834060669e-02, 9.580001235008239746e-02, 9.805998802185058594e-01, 9.580001235008239746e-02, 9.653999805450439453e-01, 9.580001235008239746e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.580001235008239746e-02, 9.708001017570495605e-01, 9.579999744892120361e-02, 9.794000983238220215e-01, 9.795998930931091309e-01, 9.768000841140747070e-01, 9.710000753402709961e-01, 9.690001010894775391e-01, 9.751999378204345703e-01, 9.800000190734863281e-01, 9.754000902175903320e-01, 9.778000116348266602e-01, 9.756000041961669922e-01, 9.620001316070556641e-01, 9.737999439239501953e-01, 9.748000502586364746e-01, 9.746000766754150391e-01, 9.744001030921936035e-01, 9.756000638008117676e-01, 9.566000103950500488e-01, 9.790000319480895996e-01, 9.782001376152038574e-01, 9.754000306129455566e-01, 9.716001152992248535e-01, 9.735999107360839844e-01
9.580001235008239746e-02, 9.579999744892120361e-02, 9.580001235008239746e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.580001235008239746e-02, 9.580001235008239746e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.580001235008239746e-02, 9.580001235008239746e-02, 9.579998999834060669e-02, 9.580001235008239746e-02, 9.580001980066299438e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.580001235008239746e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.580001235008239746e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.580001235008239746e-02, 9.580001235008239746e-02, 9.580001980066299438e-02, 9.579999744892120361e-02, 9.580001235008239746e-02, 9.580001235008239746e-02, 9.579998999834060669e-02, 9.580001235008239746e-02, 9.580001235008239746e-02, 9.580001235008239746e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.580001980066299438e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.579999744892120361e-02, 9.580001235008239746e-02, 9.579999744892120361e-02, 9.580001235008239746e-02, 9.659999608993530273e-01, 9.580001980066299438e-02, 9.721999168395996094e-01, 9.580001235008239746e-02, 9.580001980066299438e-02, 9.579999744892120361e-02, 9.637999534606933594e-01, 9.579999744892120361e-02, 9.580001235008239746e-02, 9.580001235008239746e-02, 9.579999744892120361e-02, 9.734000563621520996e-01, 9.579999744892120361e-02, 9.580001235008239746e-02, 9.670000672340393066e-01
